sym,date,whale_time,hour,bar_k,entry,whale_low,whale_high,spike,pace,clv,rng_x,new_high,above_vwap,lifting,confirmed,rsi,pattern,score,room_pct,breakout,trend,near_low,atr5_pct,atr5_abs,atr_d_pct,v3,first_of_day,fill,slip_pct,mfe_d0,mae_d0,close_d0,mfe_d1,close_d1,stoppct_whale,o_d0_t0.5_whale,p_d0_t0.5_whale,o_d1_t0.5_whale,p_d1_t0.5_whale,o_d0_t1.0_whale,p_d0_t1.0_whale,o_d1_t1.0_whale,p_d1_t1.0_whale,o_d0_t1.5_whale,p_d0_t1.5_whale,o_d1_t1.5_whale,p_d1_t1.5_whale,o_d0_t2.0_whale,p_d0_t2.0_whale,o_d1_t2.0_whale,p_d1_t2.0_whale,stoppct_p05,o_d0_t0.5_p05,p_d0_t0.5_p05,o_d1_t0.5_p05,p_d1_t0.5_p05,o_d0_t1.0_p05,p_d0_t1.0_p05,o_d1_t1.0_p05,p_d1_t1.0_p05,o_d0_t1.5_p05,p_d0_t1.5_p05,o_d1_t1.5_p05,p_d1_t1.5_p05,o_d0_t2.0_p05,p_d0_t2.0_p05,o_d1_t2.0_p05,p_d1_t2.0_p05,stoppct_p10,o_d0_t0.5_p10,p_d0_t0.5_p10,o_d1_t0.5_p10,p_d1_t0.5_p10,o_d0_t1.0_p10,p_d0_t1.0_p10,o_d1_t1.0_p10,p_d1_t1.0_p10,o_d0_t1.5_p10,p_d0_t1.5_p10,o_d1_t1.5_p10,p_d1_t1.5_p10,o_d0_t2.0_p10,p_d0_t2.0_p10,o_d1_t2.0_p10,p_d1_t2.0_p10,stoppct_p20,o_d0_t0.5_p20,p_d0_t0.5_p20,o_d1_t0.5_p20,p_d1_t0.5_p20,o_d0_t1.0_p20,p_d0_t1.0_p20,o_d1_t1.0_p20,p_d1_t1.0_p20,o_d0_t1.5_p20,p_d0_t1.5_p20,o_d1_t1.5_p20,p_d1_t1.5_p20,o_d0_t2.0_p20,p_d0_t2.0_p20,o_d1_t2.0_p20,p_d1_t2.0_p20,stoppct_atr1,o_d0_t0.5_atr1,p_d0_t0.5_atr1,o_d1_t0.5_atr1,p_d1_t0.5_atr1,o_d0_t1.0_atr1,p_d0_t1.0_atr1,o_d1_t1.0_atr1,p_d1_t1.0_atr1,o_d0_t1.5_atr1,p_d0_t1.5_atr1,o_d1_t1.5_atr1,p_d1_t1.5_atr1,o_d0_t2.0_atr1,p_d0_t2.0_atr1,o_d1_t2.0_atr1,p_d1_t2.0_atr1
IBM,2026-07-06,09:45,9,3,294.66,292.37,294.2,2.07,1.0,0.63,1.95,True,True,False,True,81.4,بدون,56,990.0,True,True,False,0.375,1.0962088448660714,3.96,False,True,294.65,-0.0,2.09,-0.15,1.64,5.82,3.91,0.98,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.5,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0,0.37,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,target,2.0,target,2.0
ORCL,2026-07-06,09:45,9,3,142.59,141.9,143.54,2.07,1.19,0.79,1.98,False,False,False,False,60.0,بدون,60,3.13,False,False,False,0.833,1.1839697701590401,5.87,False,True,142.65,0.04,1.51,-1.04,0.81,2.04,-0.7,0.68,stop,-0.72,stop,-0.72,stop,-0.72,stop,-0.72,stop,-0.72,stop,-0.72,stop,-0.72,stop,-0.72,0.5,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,1.0,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,stop,-1.04,2.0,target,0.46,target,0.46,target,0.96,target,0.96,target,1.46,target,1.46,none,0.81,target,1.96,0.83,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87
ANET,2026-07-06,09:50,9,4,171.26,169.8,171.86,2.1,1.3,0.76,1.59,True,True,True,True,85.3,بدون,67,990.0,True,False,False,0.96,1.6310653686523438,5.66,False,True,171.36,0.06,3.41,-0.88,1.07,3.41,-2.92,1.05,target,0.44,target,0.44,target,0.94,target,0.94,target,1.44,target,1.44,target,1.94,target,1.94,0.5,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,stop,-0.56,1.0,target,0.44,target,0.44,target,0.94,target,0.94,target,1.44,target,1.44,target,1.94,target,1.94,2.0,target,0.44,target,0.44,target,0.94,target,0.94,target,1.44,target,1.44,target,1.94,target,1.94,0.95,target,0.44,target,0.44,target,0.94,target,0.94,target,1.44,target,1.44,target,1.94,target,1.94
ASML,2026-07-06,10:05,10,7,1861.82,1840.12,1854.94,2.52,1.12,0.99,1.57,True,True,True,True,80.8,بدون,69,990.0,True,False,False,0.744,13.694972446986608,5.53,False,True,1862.08,0.01,0.35,-2.23,-2.03,0.35,-6.09,1.36,stop,-1.38,stop,-1.38,stop,-1.38,stop,-1.38,stop,-1.38,stop,-1.38,stop,-1.38,stop,-1.38,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.74,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75,stop,-0.75
SYK,2026-07-06,10:05,10,7,320.7,318.17,319.99,3.09,1.58,1.0,1.41,False,False,False,False,25.1,بدون,72,2.2,False,True,False,0.498,1.5881086077008928,3.29,False,True,320.61,-0.03,2.23,-0.36,1.31,4.17,2.88,0.99,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,0.5,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,1.0,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,2.0,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03,0.5,target,0.53,target,0.53,target,1.03,target,1.03,target,1.53,target,1.53,target,2.03,target,2.03
LIN,2026-07-06,10:25,10,11,534.15,533.57,535.55,2.37,1.33,0.84,1.11,False,False,False,False,29.7,بدون,60,2.45,False,True,False,0.438,2.3442775181361606,2.12,False,True,534.03,-0.02,1.44,-0.53,1.25,2.65,0.77,0.31,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,target,0.52,target,0.52,target,1.02,target,1.02,none,1.25,target,2.43,none,1.25,target,2.43,2.0,target,0.52,target,0.52,target,1.02,target,1.02,none,1.25,target,2.43,none,1.25,target,2.43,0.44,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42
CVX,2026-07-06,10:55,11,17,167.74,167.89,168.19,2.02,1.08,0.56,0.61,False,False,False,False,39.8,بدون,46,0.95,False,False,True,0.265,0.44440460205078125,2.29,False,True,167.77,0.02,0.45,-0.36,0.21,4.08,3.66,0.11,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,0.5,none,0.21,target,1.41,none,0.21,target,1.41,none,0.21,target,1.48,none,0.21,target,1.98,1.0,none,0.21,target,1.41,none,0.21,target,1.41,none,0.21,target,1.48,none,0.21,target,1.98,2.0,none,0.21,target,1.41,none,0.21,target,1.41,none,0.21,target,1.48,none,0.21,target,1.98,0.26,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28
INTU,2026-07-06,11:15,11,21,267.57,265.66,266.27,2.53,1.32,0.75,0.34,False,False,False,True,33.6,بدون,62,3.64,False,False,False,0.535,1.4222019740513392,4.28,False,True,267.57,0.0,1.76,-0.37,1.71,6.06,5.08,0.91,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.71,target,4.84,0.5,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.71,target,4.84,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.71,target,4.84,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.71,target,4.84,0.53,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.71,target,4.84
GILD,2026-07-06,11:40,11,26,129.0,128.67,129.1,4.15,1.93,0.63,1.02,False,False,False,False,45.8,بدون,79,3.01,False,False,False,0.306,0.39350128173828125,2.54,False,True,128.98,-0.02,0.71,-0.27,0.52,5.91,5.71,0.46,target,0.52,target,0.52,none,0.52,target,2.73,none,0.52,target,2.73,none,0.52,target,2.73,0.5,target,0.52,target,0.52,none,0.52,target,2.73,none,0.52,target,2.73,none,0.52,target,2.73,1.0,target,0.52,target,0.52,none,0.52,target,2.73,none,0.52,target,2.73,none,0.52,target,2.73,2.0,target,0.52,target,0.52,none,0.52,target,2.73,none,0.52,target,2.73,none,0.52,target,2.73,0.31,target,0.52,target,0.52,none,0.52,target,2.73,none,0.52,target,2.73,none,0.52,target,2.73
IBM,2026-07-06,11:45,11,27,299.75,299.42,300.04,2.62,1.28,0.7,0.55,True,True,False,True,72.8,بدون,71,990.0,True,True,False,0.341,1.0221623011997767,3.96,False,False,299.75,0.0,0.29,-0.79,-0.09,4.02,2.14,0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,-0.09,target,1.97,none,-0.09,target,1.97,none,-0.09,target,1.97,none,-0.09,target,2.0,2.0,none,-0.09,target,1.97,none,-0.09,target,1.97,none,-0.09,target,1.97,none,-0.09,target,2.0,0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34
CDNS,2026-07-06,11:50,11,28,375.3,374.18,376.18,5.9,1.18,0.9,2.15,False,True,False,True,54.4,بدون,86,0.69,False,False,False,0.22,0.8287985665457589,3.71,False,True,374.94,-0.1,0.32,-0.91,0.17,1.35,-1.02,0.5,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,0.5,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,1.0,stop,-0.9,stop,-0.9,stop,-0.9,stop,-0.9,stop,-0.9,stop,-0.9,stop,-0.9,stop,-0.9,2.0,none,0.17,target,0.6,none,0.17,target,1.1,none,0.17,stop,-1.91,none,0.17,stop,-1.91,0.22,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13,stop,-0.13
INTU,2026-07-06,11:50,11,28,268.06,266.59,267.5,2.52,1.37,0.94,0.75,False,False,False,True,42.9,بدون,63,3.45,False,False,False,0.348,0.9301343645368304,4.28,False,False,268.05,-0.0,1.57,-0.15,1.53,5.87,4.89,0.75,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.53,target,4.66,0.5,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.53,target,4.66,1.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.53,target,4.66,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.53,target,4.66,0.35,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,none,1.53,target,4.66
MRK,2026-07-06,12:15,12,33,126.34,125.95,126.24,2.34,1.08,0.62,0.9,False,False,False,False,39.4,بدون,50,2.9,False,True,False,0.21,0.26426478794642855,2.66,False,True,126.33,-0.01,0.73,-0.19,0.35,2.66,2.01,0.51,target,0.51,target,0.51,none,0.35,target,1.93,none,0.35,target,1.93,none,0.35,target,2.01,0.5,target,0.51,target,0.51,none,0.35,target,1.93,none,0.35,target,1.93,none,0.35,target,2.01,1.0,target,0.51,target,0.51,none,0.35,target,1.93,none,0.35,target,1.93,none,0.35,target,2.01,2.0,target,0.51,target,0.51,none,0.35,target,1.93,none,0.35,target,1.93,none,0.35,target,2.01,0.21,target,0.51,target,0.51,none,0.35,target,1.93,none,0.35,target,1.93,none,0.35,target,2.01
CDNS,2026-07-06,12:25,12,35,374.35,374.04,375.35,2.71,1.14,0.72,1.34,False,False,False,False,45.4,بدون,55,0.94,False,False,False,0.29,1.085233415876116,3.71,False,False,374.34,-0.0,0.48,-0.75,0.33,1.51,-0.86,0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,0.33,target,0.5,none,0.33,target,1.0,none,0.33,target,1.5,none,0.33,stop,-1.0,2.0,none,0.33,target,0.5,none,0.33,target,1.0,none,0.33,target,1.5,none,0.33,stop,-2.0,0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29
ORCL,2026-07-06,12:25,12,35,143.16,142.68,143.82,3.37,1.01,0.65,2.46,False,True,False,False,56.2,بدون,76,1.72,False,False,False,0.308,0.4399784633091518,5.87,False,False,143.12,-0.03,1.17,-0.12,0.47,1.7,-1.03,0.53,target,0.53,target,0.53,target,1.03,target,1.03,none,0.47,target,1.53,none,0.47,stop,-0.51,0.5,target,0.53,target,0.53,target,1.03,target,1.03,none,0.47,target,1.53,none,0.47,stop,-0.47,1.0,target,0.53,target,0.53,target,1.03,target,1.03,none,0.47,target,1.53,none,0.47,stop,-0.97,2.0,target,0.53,target,0.53,target,1.03,target,1.03,none,0.47,target,1.53,none,0.47,stop,-1.97,0.31,target,0.53,target,0.53,target,1.03,target,1.03,none,0.47,target,1.53,none,0.47,stop,-0.28
GILD,2026-07-06,12:50,12,40,129.09,128.84,129.21,2.38,1.75,0.84,1.28,False,False,False,False,48.2,بدون,66,2.94,False,False,False,0.211,0.2725012642996652,2.54,False,False,129.11,0.02,0.6,-0.13,0.42,5.8,5.6,0.39,target,0.48,target,0.48,none,0.42,target,2.62,none,0.42,target,2.62,none,0.42,target,2.62,0.5,target,0.48,target,0.48,none,0.42,target,2.62,none,0.42,target,2.62,none,0.42,target,2.62,1.0,target,0.48,target,0.48,none,0.42,target,2.62,none,0.42,target,2.62,none,0.42,target,2.62,2.0,target,0.48,target,0.48,none,0.42,target,2.62,none,0.42,target,2.62,none,0.42,target,2.62,0.21,target,0.48,target,0.48,none,0.42,target,2.62,none,0.42,target,2.62,none,0.42,target,2.62
ISRG,2026-07-06,13:05,13,43,434.45,431.43,433.38,2.43,1.04,0.87,2.46,True,True,True,True,78.0,قاعدة,75,990.0,True,False,False,0.18,0.7758549281529018,2.81,False,True,434.45,0.0,1.32,-0.38,-0.33,2.16,-1.65,0.89,target,0.5,target,0.5,target,1.0,target,1.0,none,-0.33,target,1.5,none,-0.33,target,2.0,0.5,target,0.5,target,0.5,target,1.0,target,1.0,none,-0.33,target,1.5,none,-0.33,target,2.0,1.0,target,0.5,target,0.5,target,1.0,target,1.0,none,-0.33,target,1.5,none,-0.33,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,none,-0.33,target,1.5,none,-0.33,target,2.0,0.18,target,0.5,target,0.5,target,1.0,target,1.0,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18
LULU,2026-07-06,13:05,13,43,114.82,114.79,115.11,2.61,1.12,0.68,1.01,False,True,False,False,52.0,بدون,63,3.85,False,False,False,0.284,0.325714111328125,3.83,False,False,114.86,0.03,1.21,-0.4,0.67,3.44,0.26,0.23,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,0.5,target,0.47,target,0.47,target,0.97,target,0.97,none,0.67,target,2.18,none,0.67,target,2.18,1.0,target,0.47,target,0.47,target,0.97,target,0.97,none,0.67,target,2.18,none,0.67,target,2.18,2.0,target,0.47,target,0.47,target,0.97,target,0.97,none,0.67,target,2.18,none,0.67,target,2.18,0.28,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31,stop,-0.31
INTU,2026-07-06,13:20,13,46,271.7,270.86,271.51,2.1,1.2,0.58,0.81,False,True,False,True,67.2,بدون,64,2.06,False,False,False,0.273,0.7405264718191964,4.28,False,False,271.65,-0.02,0.23,-0.79,0.18,4.47,3.5,0.51,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,none,0.18,target,3.27,none,0.18,target,3.27,none,0.18,target,3.27,none,0.18,target,3.27,2.0,none,0.18,target,3.27,none,0.18,target,3.27,none,0.18,target,3.27,none,0.18,target,3.27,0.27,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26
ORLY,2026-07-06,13:30,13,48,84.17,83.9,84.21,3.75,2.05,0.95,1.41,True,False,False,False,40.9,قاعدة,94,10.55,False,True,False,0.233,0.19511522565569198,2.85,False,True,84.19,0.02,1.78,-0.53,0.07,3.06,2.96,0.52,target,0.48,target,0.48,target,0.98,target,0.98,target,1.48,target,1.48,none,0.07,target,1.98,0.5,target,0.48,target,0.48,target,0.98,target,0.98,target,1.48,target,1.48,stop,-0.52,stop,-0.52,1.0,target,0.48,target,0.48,target,0.98,target,0.98,target,1.48,target,1.48,none,0.07,target,1.98,2.0,target,0.48,target,0.48,target,0.98,target,0.98,target,1.48,target,1.48,none,0.07,target,1.98,0.23,target,0.48,target,0.48,target,0.98,target,0.98,target,1.48,target,1.48,stop,-0.26,stop,-0.26
DHR,2026-07-06,13:35,13,49,194.19,194.03,194.37,3.38,1.21,0.85,1.01,True,True,False,False,70.5,بدون,86,1.97,False,True,False,0.175,0.34071241106305805,2.57,False,True,194.19,0.0,0.33,-0.5,-0.27,1.9,-0.01,0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,stop,-0.28,0.5,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,stop,-0.5,1.0,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,stop,-1.0,2.0,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,target,1.66,none,-0.27,none,-0.01,0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18,stop,-0.18
HD,2026-07-06,13:40,13,50,351.32,350.84,351.54,2.75,1.29,0.91,1.2,False,True,False,True,61.6,بدون,79,2.15,False,True,False,0.171,0.5991472516741071,2.48,False,True,351.32,-0.0,0.4,-0.48,-0.18,1.17,-1.73,0.34,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,0.5,none,-0.18,target,1.07,none,-0.18,target,1.07,none,-0.18,stop,-0.5,none,-0.18,stop,-0.5,1.0,none,-0.18,target,1.07,none,-0.18,target,1.07,none,-0.18,stop,-1.0,none,-0.18,stop,-1.0,2.0,none,-0.18,target,1.07,none,-0.18,target,1.07,none,-0.18,none,-1.73,none,-0.18,none,-1.73,0.17,stop,-0.17,stop,-0.17,stop,-0.17,stop,-0.17,stop,-0.17,stop,-0.17,stop,-0.17,stop,-0.17
MDT,2026-07-06,13:50,13,52,83.68,83.42,83.6,2.01,1.26,0.67,1.61,True,True,False,True,78.4,قاعدة,66,990.0,True,True,False,0.144,0.11987195696149554,2.5,False,True,83.68,0.01,0.1,-0.76,-0.73,2.75,0.18,0.51,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,none,-0.73,target,1.06,none,-0.73,target,1.06,none,-0.73,target,1.49,none,-0.73,target,1.99,2.0,none,-0.73,target,1.06,none,-0.73,target,1.06,none,-0.73,target,1.49,none,-0.73,target,1.99,0.14,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15
ISRG,2026-07-06,14:00,14,54,438.11,436.79,438.17,2.51,1.23,0.85,1.39,False,True,False,True,84.7,بدون,71,-0.03,False,False,False,0.247,1.0805162702287947,2.81,False,False,438.08,-0.01,0.48,-1.21,-1.16,1.31,-2.47,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,2.0,none,-1.16,target,0.51,none,-1.16,target,1.01,none,-1.16,stop,-1.99,none,-1.16,stop,-1.99,0.25,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24,stop,-0.24
LULU,2026-07-06,14:35,14,61,115.51,115.17,115.46,6.33,1.09,0.84,1.18,True,True,False,True,57.7,مثلث,100,2.97,False,False,False,0.201,0.23189326695033483,3.83,False,False,115.52,0.01,0.63,-0.24,0.1,2.85,-0.32,0.49,target,0.49,target,0.49,none,0.1,target,1.59,none,0.1,target,1.59,none,0.1,target,1.99,0.5,target,0.49,target,0.49,none,0.1,target,1.59,none,0.1,target,1.59,none,0.1,target,1.99,1.0,target,0.49,target,0.49,none,0.1,target,1.59,none,0.1,target,1.59,none,0.1,target,1.99,2.0,target,0.49,target,0.49,none,0.1,target,1.59,none,0.1,target,1.59,none,0.1,target,1.99,0.2,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21,stop,-0.21
GILD,2026-07-06,14:45,14,63,129.32,129.15,129.41,2.63,1.71,0.92,1.6,True,False,False,False,55.1,قاعدة,81,2.75,False,False,False,0.103,0.1329073224748884,2.54,False,False,129.32,0.0,0.44,-0.18,0.26,5.63,5.42,0.33,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,0.5,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,1.0,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,2.0,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,none,0.26,target,2.45,0.1,stop,-0.1,stop,-0.1,stop,-0.1,stop,-0.1,stop,-0.1,stop,-0.1,stop,-0.1,stop,-0.1
AVGO,2026-07-06,14:50,14,64,376.46,374.93,375.8,2.26,1.08,0.8,0.93,False,False,False,False,48.8,بدون,56,1.78,False,False,False,0.251,0.9424089704241071,4.3,False,True,376.46,-0.0,0.24,-0.79,-0.68,0.24,-1.51,0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,stop,-0.61,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,2.0,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,none,-0.68,stop,-2.63,0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25,stop,-0.25
DHR,2026-07-06,15:10,15,68,194.13,193.88,194.13,2.27,1.23,0.68,0.71,False,True,False,True,51.5,بدون,61,2.0,False,True,False,0.196,0.38090624128069195,2.57,False,False,194.05,-0.04,0.41,-0.3,-0.2,1.97,0.06,0.33,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,stop,-0.29,0.5,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,stop,-0.46,1.0,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,stop,-0.96,2.0,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,target,1.74,none,-0.2,none,0.06,0.2,stop,-0.16,stop,-0.16,stop,-0.16,stop,-0.16,stop,-0.16,stop,-0.16,stop,-0.16,stop,-0.16
IBM,2026-07-06,15:20,15,70,300.1,299.2,300.2,2.06,1.13,0.96,1.82,True,True,True,True,56.4,قاعدة,77,0.24,False,True,False,0.18,0.5394243512834821,3.96,False,False,300.02,-0.03,0.18,-0.36,-0.18,3.93,2.05,0.5,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,2.03,0.5,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,2.03,1.0,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,2.03,2.0,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,1.88,none,-0.18,target,2.03,0.18,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15,stop,-0.15
VRT,2026-07-06,15:20,15,70,317.42,316.74,317.95,2.26,1.05,0.82,1.04,False,False,False,False,28.9,بدون,55,3.77,False,False,False,0.353,1.1189204624720983,7.53,False,False,317.38,-0.01,0.35,-0.57,0.33,0.35,-3.71,0.41,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,stop,-0.4,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,none,0.33,stop,-3.98,none,0.33,stop,-3.98,none,0.33,stop,-3.98,none,0.33,stop,-3.98,2.0,none,0.33,stop,-3.98,none,0.33,stop,-3.98,none,0.33,stop,-3.98,none,0.33,stop,-3.98,0.35,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34,stop,-0.34
